,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1-digit level OCCP Occupation,Managers,Professionals,Technicians and Trades Workers,Community and Personal Service Workers,Clerical and Administrative Workers,Sales Workers,Machinery Operators and Drivers,Labourers,Inadequately described,Not stated,Not applicable,Total
211482015,47,137,51,24,49,30,0,14,5,0,0,361
211482016,96,165,63,152,73,50,10,29,13,8,0,656
211482017,48,62,53,96,35,38,10,36,9,4,0,393
211482018,42,74,30,33,35,7,0,10,6,0,0,242
211492035,196,491,85,100,286,36,19,54,16,10,0,1278
211492036,102,136,51,99,71,26,5,23,5,4,0,525
211492037,214,336,81,45,212,116,13,14,12,9,0,1051
211492038,26,18,25,51,9,17,11,15,0,0,0,170
211492039,35,176,22,89,42,4,7,16,4,0,0,391
211492040,153,202,104,106,129,472,20,68,4,5,0,1275
211492041,11,45,6,48,6,6,0,8,0,0,0,139
211492042,159,466,24,63,91,20,3,11,13,7,0,857
211492043,20,65,20,66,21,9,0,10,3,4,0,217
211492044,31,52,30,77,26,9,0,0,4,3,0,232
211492045,20,39,17,29,21,0,6,7,0,0,0,134
211492046,79,138,55,138,76,43,3,16,0,0,0,562
211492047,60,69,34,29,41,79,21,28,9,0,0,371
211492048,185,275,35,181,140,39,8,14,5,3,0,901
211492049,79,167,70,203,65,14,6,61,4,7,0,674
211492050,108,246,72,145,107,57,10,33,13,5,0,793
211500001,54,98,83,92,58,35,4,8,4,0,0,434
211500002,1126,1867,113,103,468,410,14,109,37,27,0,4276
211502023,51,103,28,35,49,7,4,17,6,4,0,304
211502026,44,239,12,32,84,12,0,18,7,5,0,453
211502028,91,384,53,62,98,15,6,46,5,10,0,774
211502029,32,76,13,37,33,13,0,7,0,0,0,211
211502030,37,82,18,30,11,13,3,11,3,0,0,209
211502031,89,171,39,29,55,60,5,30,0,4,0,491
211502032,20,85,23,42,19,20,4,3,0,0,0,223
211502034,119,260,49,51,96,51,7,25,8,0,0,676
211522052,69,155,51,28,67,38,3,10,0,3,0,424
211522053,110,233,76,51,105,44,14,40,10,4,0,687
211522054,39,55,21,35,15,16,5,20,0,0,0,194
211522055,31,44,20,14,12,11,0,7,0,0,0,153
211522056,62,137,65,30,63,16,3,21,4,0,0,405
211522057,26,95,18,29,30,10,0,9,3,0,0,219
211522058,202,323,63,49,167,97,132,25,8,4,0,1063
211522059,71,132,57,76,42,21,3,26,4,0,0,438
211522060,109,172,72,31,97,56,13,23,6,3,0,574
211522061,64,181,32,10,33,12,9,13,0,8,0,359
211522062,175,477,53,122,171,34,12,41,17,3,0,1102
211522063,357,480,151,294,356,255,18,88,12,16,0,2019
211522078,857,1426,182,177,601,450,49,115,40,27,0,3914
211542095,28,50,20,13,24,9,0,8,3,0,0,168
211542097,19,34,18,14,16,3,3,0,0,0,0,107
211542098,159,324,105,113,145,69,4,55,9,11,0,987
211542099,213,415,122,270,267,94,20,58,13,7,0,1488
211551996,37,204,22,91,50,3,0,31,8,3,0,451
211551997,48,146,20,34,42,9,0,10,11,3,0,328
211551998,426,683,210,366,393,140,34,72,20,13,0,2371
211552000,58,150,26,51,47,39,0,21,9,3,0,398
211552001,18,70,8,7,30,4,0,0,0,0,0,141
211552002,74,140,27,45,72,31,0,14,9,3,0,411
211552019,179,269,89,159,86,158,0,51,8,11,0,1012
211552020,65,174,36,37,46,12,0,17,4,8,0,395
211552021,140,267,63,36,190,111,10,27,11,6,0,873
215190001,261,649,91,93,207,107,4,45,10,9,0,1473
215190002,93,167,36,15,59,31,8,26,4,0,0,442
215190003,94,362,48,30,90,18,8,18,8,4,0,691
215190004,182,342,89,174,129,235,19,62,14,8,0,1250
215190005,398,1495,136,191,317,98,18,69,16,14,0,2744
215190006,114,104,61,86,62,152,9,93,7,0,0,675
215200001,439,585,146,47,226,107,27,57,8,8,0,1650
215200002,7,47,4,6,37,6,0,3,0,0,0,113
215200003,58,71,47,38,36,41,9,28,5,0,0,334
215200004,62,371,59,108,49,16,0,35,9,7,0,724
215200005,479,999,210,327,354,251,24,92,37,18,0,2783
215200006,156,236,66,42,106,27,14,63,11,9,0,724
215200007,154,420,107,72,97,64,11,51,9,14,0,991
215200008,318,590,118,207,208,150,16,66,26,12,0,1716
215210001,17,53,27,16,24,3,4,12,3,0,0,165
215210002,232,827,92,109,328,23,14,55,21,10,0,1710
215210003,51,138,41,79,65,31,9,27,8,0,0,455
215210004,214,445,88,83,221,88,15,24,11,4,0,1183
215210005,104,522,76,195,104,13,6,47,13,6,0,1076
215210006,134,185,41,42,64,62,11,9,4,0,0,557
215210007,101,506,83,107,103,44,3,37,19,7,0,1001
215210008,134,568,67,340,135,34,6,74,18,10,0,1378
215220001,117,207,62,33,118,12,152,29,18,4,0,760
215220002,33,150,40,60,25,0,6,25,3,5,0,343
215220003,33,158,52,37,44,4,5,30,5,0,0,370
215220004,21,83,3,21,48,9,0,15,6,3,0,204
215220005,81,318,83,207,58,22,22,146,26,10,0,964
215220006,137,200,93,152,98,339,5,150,8,13,0,1193
215220007,60,119,49,133,32,42,3,18,0,5,0,458
215220008,42,88,40,63,31,89,3,63,10,0,0,436
215220009,35,47,41,35,18,3,3,0,4,0,0,177
211562120,13,53,42,17,29,5,7,3,0,0,0,172
211562129,176,272,182,155,139,65,60,180,18,5,0,1262
211562130,124,161,72,122,72,147,36,66,4,8,0,813
211562131,22,77,18,67,15,5,0,5,0,0,0,221
211562132,45,134,35,53,65,16,6,19,8,0,0,376
211562133,20,53,28,42,18,6,9,10,0,0,0,176
211572119,47,117,55,45,66,18,9,14,5,7,0,378
211572121,204,119,145,35,146,65,14,34,6,4,0,781
211572122,73,149,55,92,76,52,18,41,4,3,0,569
211572123,43,110,48,54,36,17,12,18,0,5,0,343
211572124,506,148,294,416,209,1988,60,368,25,31,0,4045
211572125,112,218,112,114,103,103,20,53,4,5,0,858
211572126,75,230,47,160,114,37,10,59,8,6,0,742
211572127,258,377,120,76,166,227,25,54,19,6,0,1333
211572128,63,126,68,94,70,92,16,63,0,5,0,596
211572152,21,21,15,0,14,3,0,3,3,0,0,85
211592148,5,18,6,4,9,0,0,0,0,0,0,45
211592149,94,73,97,147,67,83,15,36,0,0,0,613
211592151,29,91,27,96,34,10,3,11,0,0,0,303
211592153,31,43,24,36,30,0,5,7,4,6,0,186
211592154,32,141,18,116,14,6,4,30,3,5,0,373
211592155,49,70,47,85,22,8,7,34,5,4,0,333
211592156,104,151,76,180,140,37,17,51,19,5,0,766
211592157,57,78,21,26,45,23,3,14,0,3,0,272
211602144,66,134,50,42,48,24,9,21,0,3,0,401
211602145,106,194,102,160,81,167,14,68,12,11,0,919
211602146,161,325,65,699,186,39,7,61,12,8,0,1566
211602147,44,209,25,112,34,9,0,36,0,0,0,475
211602150,21,29,39,61,8,6,0,19,0,0,0,180
214240001,49,100,37,46,50,37,19,22,3,7,0,363
214240002,139,308,107,231,142,107,27,81,17,8,0,1167
214240003,43,61,22,36,41,0,7,24,0,0,0,234
214240004,109,103,70,116,94,440,25,122,8,13,0,1098
214250001,89,151,107,81,74,207,11,51,7,0,0,778
214250002,17,240,27,95,38,8,0,30,3,4,0,470
214250003,83,361,96,161,127,96,19,50,11,9,0,1003
214250004,107,321,92,183,131,140,18,72,14,15,0,1091
214250005,126,183,132,100,105,104,313,64,15,4,0,1149
211612326,27,79,17,44,19,3,0,8,0,0,0,196
211612341,73,203,71,74,66,124,17,84,5,6,0,722
211612342,131,295,139,131,118,241,25,111,10,3,0,1191
211612343,132,393,83,37,186,122,21,33,6,11,0,1029
211612344,53,119,36,105,60,89,4,22,6,6,0,503
211612345,41,159,42,63,74,15,0,12,9,5,0,423
211612346,402,524,416,90,378,158,121,144,32,12,0,2268
211612347,53,259,47,192,68,10,7,39,11,6,0,692
211612348,46,148,30,93,56,22,11,27,4,7,0,436
211612349,161,197,120,65,149,19,33,32,20,10,0,793
211612351,14,21,12,22,6,8,3,5,0,0,0,88
211622318,21,43,16,22,24,17,8,3,0,5,0,163
211622331,19,38,20,20,26,8,4,9,0,0,0,143
211622335,15,51,15,38,25,6,5,17,5,0,0,177
211622339,56,97,74,149,50,12,8,50,0,3,0,505
211622340,83,274,59,122,86,37,14,45,5,5,0,728
211630001,31,67,35,19,35,36,13,18,5,0,0,262
211630002,25,24,30,21,18,3,10,11,0,0,0,152
211630003,5,18,18,5,11,8,0,10,0,0,0,78
211630004,234,413,77,127,449,62,5,44,29,9,0,1450
211630005,26,192,29,87,76,5,6,23,8,4,0,453
211630006,232,121,246,92,133,358,157,123,19,16,0,1502
211630007,207,221,187,238,244,467,17,196,13,21,0,1811
211630008,15,10,0,128,19,0,0,3,0,4,0,188
211632260,19,42,17,29,15,5,3,10,3,0,0,144
211632266,53,198,53,80,54,32,12,23,3,0,0,509
211632267,20,48,31,24,24,9,0,11,5,0,0,173
211632268,24,58,23,42,20,0,0,7,0,0,0,170
211632275,382,925,187,160,378,66,10,86,26,8,0,2225
211632276,497,4424,389,559,1235,75,80,264,62,61,0,7641
211632277,65,216,46,136,101,47,0,36,7,4,0,662
211632280,132,344,31,77,238,117,9,18,17,9,0,991
211632281,58,182,24,63,73,46,4,8,10,7,0,477
211632282,32,172,18,315,37,3,11,47,3,5,0,634
211632283,30,64,24,20,25,3,14,11,4,3,0,196
211632284,10,131,7,19,17,0,8,16,6,0,0,199
211632285,21,19,8,36,9,7,7,11,0,0,0,125
211642286,34,63,24,52,22,3,3,4,3,0,0,211
211642287,33,72,22,9,36,10,7,7,0,0,0,192
211642288,26,202,27,58,43,4,8,19,4,0,0,384
211642289,25,92,18,25,91,3,6,9,0,0,0,269
211642290,56,127,56,38,26,20,4,20,0,0,0,351
211642291,48,163,66,95,45,34,14,37,3,3,0,506
211642292,115,159,150,55,103,60,99,121,14,7,0,888
211652258,77,145,112,47,80,73,14,61,7,0,0,622
211652259,320,702,242,223,228,222,31,158,15,13,0,2155
211652261,113,82,209,10,83,32,26,44,3,6,0,607
211652262,48,181,26,43,33,20,11,41,3,4,0,398
211652263,274,1986,74,90,363,28,4,47,14,17,0,2910
211652264,48,148,36,75,56,22,23,15,9,0,0,422
211652265,64,174,66,77,197,39,11,20,17,0,0,667
211662320,15,104,7,26,11,3,0,3,0,3,0,181
211662330,39,97,41,77,42,70,9,32,0,5,0,407
211662332,82,90,143,77,72,131,15,68,6,5,0,695
211662333,83,65,51,57,32,344,46,134,3,6,0,817
211662334,31,61,31,32,16,32,4,25,0,4,0,235
211662336,19,78,16,21,27,5,3,13,4,0,0,187
211662337,37,139,31,39,48,22,7,13,0,3,0,334
211662338,587,1012,152,296,840,79,15,36,32,20,0,3072
211672255,63,184,42,348,77,11,15,32,5,7,0,781
211672256,48,160,44,24,48,15,6,17,0,0,0,361
211672257,48,101,51,35,38,28,0,10,3,0,0,318
211672270,27,56,11,24,14,12,0,0,0,0,0,140
211672271,36,115,95,43,52,19,7,22,4,3,0,396
211672272,102,335,20,36,118,4,3,13,3,4,0,647
211672273,81,135,37,38,30,41,0,10,10,8,0,384
211682603,65,142,90,39,42,16,6,22,8,4,0,414
211682605,240,454,166,270,194,150,4,89,14,14,0,1605
211682606,79,208,65,72,64,51,4,22,5,3,0,572
211682610,13,23,13,8,4,0,0,4,0,0,0,62
211692581,81,141,49,118,72,32,3,21,16,8,0,544
211692582,52,77,41,23,34,14,0,10,4,5,0,267
211692583,71,287,70,68,91,13,21,33,6,9,0,671
211692584,32,73,41,25,31,9,3,5,13,0,0,237
211692585,20,96,26,94,21,9,5,28,3,3,0,310
211692586,35,40,11,14,37,11,0,10,4,0,0,163
211692587,105,72,82,68,71,266,9,26,0,4,0,709
211692588,43,94,84,38,51,53,8,19,0,5,0,390
211692589,114,61,86,94,53,147,4,50,6,3,0,610
211692590,97,333,49,120,119,51,8,25,9,4,0,802
211692591,53,266,52,171,52,32,8,32,3,3,0,678
211692592,58,104,31,44,73,101,14,53,4,0,0,486
211692593,111,217,87,111,76,107,0,37,3,5,0,754
211692594,35,89,20,50,40,7,3,3,3,0,0,256
211692595,83,174,68,85,51,68,9,25,10,4,0,564
211692596,25,47,8,11,14,4,0,5,0,5,0,131
211692597,50,97,87,28,39,22,4,12,11,11,0,352
211692598,76,90,62,60,41,31,7,12,0,3,0,383
211692599,93,237,84,79,96,38,3,28,0,8,0,662
211692600,48,167,31,51,34,21,4,25,0,3,0,378
211692601,54,87,45,108,52,134,11,47,6,3,0,555
211692602,64,90,58,67,47,64,4,18,0,5,0,426
211702575,100,216,70,107,95,102,15,51,3,0,0,758
211702576,52,76,21,122,20,15,0,35,5,5,0,355
211702577,68,256,44,89,55,15,3,24,5,7,0,560
211702578,148,352,86,177,107,42,10,47,8,3,0,980
211702579,55,143,32,173,52,58,13,26,4,4,0,565
211702580,69,211,55,43,53,17,0,15,10,4,0,471
211712607,31,54,35,38,16,13,6,17,0,0,0,206
211712611,192,300,204,235,140,40,37,71,10,12,0,1250
211712612,51,99,59,122,42,16,6,16,4,7,0,422
211712613,108,96,83,45,42,107,12,49,9,0,0,558
211712618,431,448,320,193,306,201,195,188,20,14,0,2320
211712620,239,256,216,77,212,64,178,113,19,5,0,1386
211722621,134,179,98,139,72,157,7,69,5,6,0,874
211722622,57,76,38,58,33,19,0,8,0,0,0,288
211722623,20,104,17,18,32,6,4,8,0,3,0,214
211722624,84,98,63,97,59,42,0,22,4,3,0,473
211722625,41,90,41,52,29,27,5,17,9,0,0,315
211722626,30,191,28,64,23,15,6,12,5,0,0,384
211722627,71,100,58,67,65,50,9,29,5,5,0,457
211722628,60,85,58,66,27,26,0,19,11,0,0,350
211722629,141,223,58,83,120,107,5,24,8,3,0,773
211722630,30,76,21,27,13,13,3,12,3,0,0,205
211732604,47,63,46,65,19,23,0,12,6,0,0,283
211732608,194,687,113,258,243,68,12,78,9,6,0,1682
211732609,132,186,127,177,83,55,5,29,5,3,0,808
211732614,116,243,106,206,94,70,16,58,6,5,0,918
211732615,100,127,69,233,76,127,10,44,5,4,0,795
211732616,85,175,51,67,76,38,0,26,10,4,0,535
211732617,73,228,57,102,52,28,8,36,3,9,0,584
211732619,19,35,18,31,12,6,3,11,0,0,0,137
211742677,47,64,43,69,35,14,9,9,3,4,0,299
211742679,44,290,64,130,59,15,9,32,3,5,0,656
211742687,74,131,51,67,60,46,8,21,7,0,0,469
211742688,34,98,23,50,33,3,0,13,3,0,0,268
211742689,86,69,97,61,75,67,12,37,0,3,0,511
211742690,160,321,95,90,337,85,3,40,16,18,0,1170
211742691,42,38,29,33,40,68,4,18,0,5,0,281
211742692,44,67,43,32,41,45,10,26,3,0,0,311
211742693,19,23,21,13,15,9,0,8,6,0,0,110
211742694,65,54,72,80,37,57,16,29,0,9,0,411
211742695,66,104,63,50,75,180,9,58,5,5,0,602
211742696,71,140,73,48,53,27,17,26,3,9,0,460
211742697,44,167,39,56,38,12,4,18,3,0,0,366
211742698,39,76,45,15,26,10,9,14,0,0,0,232
211742699,22,46,27,19,18,8,6,4,4,0,0,148
211742700,22,38,16,39,22,68,4,18,5,6,0,238
211762658,39,71,24,31,29,14,8,8,3,4,0,226
211762659,28,85,39,45,17,12,7,15,4,0,0,245
211762660,193,193,128,181,128,234,33,90,4,9,0,1193
211762661,33,134,19,32,30,11,6,10,3,0,0,285
211762662,27,44,18,28,16,15,3,17,0,3,0,171
211762663,31,67,28,116,26,7,17,35,6,5,0,341
211762664,109,168,296,161,119,62,9,69,11,3,0,1012
211762665,47,69,37,47,41,122,8,31,7,3,0,413
211772631,89,391,40,183,84,17,7,30,7,5,0,852
211772632,60,370,39,158,88,11,0,31,11,8,0,776
211772642,218,890,96,112,190,88,9,103,14,15,0,1738
211772643,66,157,53,51,44,14,8,63,12,0,0,474
211772644,20,36,25,38,14,9,5,34,10,0,0,189
211772669,61,259,39,143,56,10,7,25,8,4,0,621
211772670,78,157,51,81,50,25,0,18,7,7,0,481
211772671,52,104,25,59,31,61,4,17,9,4,0,369
211772672,101,195,76,63,114,61,5,23,15,6,0,653
211772673,82,217,67,58,123,20,7,19,10,3,0,616
211772674,106,223,61,107,99,37,14,25,9,3,0,687
211772675,39,95,17,111,50,16,6,42,3,3,0,390
211782635,99,191,66,93,65,66,5,42,10,4,0,643
211782636,67,140,114,37,49,21,10,57,12,4,0,502
211782637,54,134,63,61,48,22,12,36,0,0,0,434
211782638,57,117,49,143,33,11,10,34,3,0,0,461
211782639,77,166,64,46,65,34,22,25,4,5,0,507
211782654,159,989,121,488,287,57,28,106,17,18,0,2275
211782655,63,132,40,172,78,56,109,41,9,5,0,703
211782656,53,143,67,94,60,23,15,44,9,6,0,515
211792646,39,72,35,27,21,15,0,18,4,0,0,224
211792647,87,156,87,115,66,99,11,41,0,10,0,669
211792648,16,24,19,29,26,23,0,9,0,4,0,159
211792649,77,258,92,101,88,51,8,22,4,6,0,708
211792650,75,92,111,86,75,125,10,79,3,5,0,652
211792651,48,209,83,89,52,18,0,25,7,0,0,535
211792652,163,206,106,98,99,163,15,59,5,11,0,926
211792653,121,347,63,208,108,192,15,69,0,12,0,1139
211802184,18,85,24,31,14,23,0,23,0,0,0,223
211802185,29,58,40,56,28,21,4,18,0,3,0,245
211802186,66,203,54,136,76,42,22,36,9,4,0,653
211802187,21,156,35,37,40,14,4,12,5,0,0,322
211812666,79,154,90,104,53,54,6,47,8,8,0,603
211812667,48,80,64,94,31,8,3,28,4,3,0,361
211812668,87,147,81,111,56,22,6,22,6,3,0,534
211822633,59,196,37,48,51,48,10,27,7,3,0,481
211822634,24,42,39,23,28,10,7,5,0,3,0,183
211822640,53,105,57,63,49,53,10,22,0,0,0,416
211822641,22,61,47,59,27,21,6,10,0,0,0,254
211822645,15,35,13,19,11,23,8,10,0,0,0,134
211822657,15,33,34,36,8,71,12,20,5,3,0,242
211822676,41,111,21,29,36,9,4,4,3,0,0,262
211822678,89,163,47,164,53,93,13,88,9,0,0,724
214260001,98,130,68,70,59,86,24,76,4,7,0,626
214260002,110,777,87,239,219,22,27,49,17,14,0,1556
214260003,393,645,257,114,284,160,41,144,23,15,0,2080
214260004,31,55,18,50,25,13,4,13,4,0,0,216
214260005,127,222,108,118,129,103,30,69,4,9,0,920
214270001,86,171,92,74,50,28,6,26,7,8,0,551
214270002,79,170,86,156,63,18,7,37,4,3,0,613
214270003,94,406,110,219,101,25,11,42,8,9,0,1027
211832729,101,94,78,13,90,19,122,107,15,10,0,647
211832788,61,120,48,86,47,94,8,34,6,0,0,511
211832789,36,65,69,68,29,10,5,12,0,3,0,290
211842728,656,354,589,68,451,173,584,481,39,32,0,3433
211842730,405,235,354,57,351,110,308,324,32,16,0,2196
211842731,504,277,499,46,411,110,462,498,51,32,0,2883
211842732,361,168,422,31,256,112,305,246,31,27,0,1950
211842733,36,9,56,29,20,48,132,38,3,3,0,362
211842746,406,205,457,67,324,122,256,211,18,22,0,2094
211852771,15,15,12,11,5,7,0,5,0,0,0,77
211852772,45,54,65,84,29,35,10,30,4,4,0,353
211852773,53,103,63,156,46,21,10,20,4,3,0,473
211852775,21,27,28,8,18,6,4,11,0,5,0,125
211852776,63,80,77,81,52,173,18,89,5,0,0,640
211852777,36,32,48,35,35,10,7,14,12,0,0,218
211852778,6,15,12,0,12,9,10,15,4,0,0,78
211862779,59,69,76,39,39,14,13,38,3,3,0,347
211862780,9,24,15,59,8,0,8,15,0,0,0,144
211862781,37,74,44,98,21,3,5,24,3,0,0,304
211862784,97,128,93,107,102,211,21,62,8,3,0,840
211862785,23,109,28,118,35,13,3,30,0,0,0,365
211862786,21,41,41,29,29,9,0,27,0,6,0,205
211862787,18,50,27,148,15,0,6,25,0,0,0,292
211872774,31,76,53,44,31,11,5,4,7,0,0,261
211872790,189,168,218,106,206,205,155,217,14,11,0,1490
211882704,23,58,21,40,27,18,0,17,5,3,0,210
211882705,50,142,59,102,102,27,9,23,3,8,0,517
211882706,12,17,8,38,8,81,0,26,3,0,0,198
211882707,459,363,242,387,263,1773,57,409,29,37,0,4024
211882708,25,50,32,41,24,38,8,34,5,5,0,250
211882709,18,26,9,38,17,10,3,6,0,0,0,130
211882710,221,391,103,224,336,123,15,70,20,11,0,1513
211882711,36,88,30,52,43,14,5,17,6,0,0,293
211882712,69,153,58,179,56,37,13,44,8,10,0,629
211882713,50,107,49,63,48,33,9,21,5,0,0,382
211882714,139,135,113,79,102,50,77,55,11,6,0,755
211882715,247,158,318,54,187,86,122,128,18,8,0,1329
211882716,255,194,216,80,196,86,133,146,23,12,0,1327
211882717,32,39,34,33,22,13,4,21,0,0,0,189
211882718,28,76,35,113,34,11,7,35,0,0,0,339
211882734,235,181,181,33,135,103,102,98,14,13,0,1103
211882754,172,85,185,74,111,73,133,94,20,6,0,951
211892782,38,59,60,30,21,17,0,13,3,0,0,236
211892783,33,96,45,127,40,17,8,37,3,5,0,409
211892791,83,323,90,190,73,12,4,35,11,8,0,827
211892792,59,94,76,56,55,36,10,47,3,5,0,444
211892793,29,109,25,33,20,20,0,12,4,0,0,257
211902721,43,29,46,39,17,189,6,72,0,0,0,438
211902736,93,145,49,62,69,30,9,32,6,0,0,486
211902737,72,179,74,113,68,253,5,85,0,5,0,862
211902738,20,111,21,11,20,17,0,4,0,3,0,214
211902739,84,589,72,280,92,21,4,56,11,9,0,1224
211902740,22,130,28,68,38,12,7,14,0,3,0,321
211902741,80,88,76,102,60,85,15,23,4,0,0,541
211902742,74,26,38,44,32,315,18,43,5,0,0,591
211902743,29,34,24,55,19,9,4,12,8,0,0,190
211902744,147,105,151,42,88,48,74,45,7,10,0,710
211912750,54,71,69,53,63,113,9,27,0,0,0,469
211912751,241,400,131,478,179,199,27,99,12,11,0,1772
211912752,77,511,53,130,141,16,22,77,0,7,0,1045
211912753,202,195,320,78,226,57,122,142,11,12,0,1368
211912755,485,286,550,57,307,202,272,295,33,14,0,2495
211912756,431,198,449,32,237,137,253,211,23,13,0,1988
211912757,334,219,450,49,230,155,240,258,30,13,0,1976
211912758,359,270,321,195,241,128,153,111,17,22,0,1820
211912759,645,590,310,218,546,432,310,178,61,23,0,3307
211912761,57,611,34,217,137,10,17,115,5,10,0,1208
211912762,20,4,27,3,8,0,14,54,0,0,0,135
211912763,104,90,78,49,44,29,72,127,12,3,0,608
211922735,621,579,354,85,415,706,428,263,32,27,0,3502
211932719,100,253,90,158,91,36,9,66,3,10,0,824
211932720,36,116,91,58,47,15,12,31,0,0,0,410
211932722,117,358,137,164,92,91,9,52,3,9,0,1043
211932723,124,145,168,201,62,177,20,99,12,9,0,1004
211932724,31,126,43,132,31,20,10,40,9,5,0,438
211932725,147,103,217,69,73,52,74,143,9,10,0,903
211932726,21,33,51,88,17,11,0,23,0,0,0,237
211932727,398,241,542,104,297,97,280,481,37,25,0,2491
211940001,58,87,43,71,33,22,3,21,3,0,0,341
211942798,117,226,58,46,131,43,6,17,11,4,0,664
211942799,56,117,45,153,48,15,3,17,3,0,0,454
211942800,89,107,71,50,57,28,12,17,5,4,0,435
211942801,59,39,25,24,45,47,20,17,10,5,0,289
211942804,66,338,46,72,70,15,4,14,0,0,0,627
211942817,95,117,64,87,67,18,9,23,5,7,0,489
211942818,32,115,30,47,28,10,0,11,3,3,0,281
211942819,100,219,91,111,166,42,11,33,6,10,0,789
211942820,139,1739,183,263,517,41,77,196,16,17,0,3185
211942821,161,362,102,133,150,201,23,79,5,10,0,1234
211942822,148,248,134,162,105,61,18,47,12,3,0,935
211942823,263,617,127,291,249,66,23,68,23,12,0,1761
211952805,80,114,60,63,44,74,12,65,7,4,0,525
211952806,13,31,27,5,8,12,0,6,0,6,0,123
211952807,63,132,68,57,63,45,11,18,6,4,0,459
211952808,178,273,92,257,86,29,8,50,5,6,0,981
211952809,50,59,38,42,26,18,3,15,4,0,0,252
211952810,23,66,35,41,28,7,0,3,0,0,0,203
211952811,63,228,36,111,63,11,7,24,3,0,0,537
211952812,70,171,84,163,46,84,8,68,3,4,0,698
211952813,104,177,35,203,98,27,4,34,6,3,0,695
211952814,117,291,87,70,134,72,5,71,8,8,0,872
211952815,1230,787,468,685,535,3797,84,547,47,83,0,8269
211952816,9,22,27,5,15,3,5,9,6,0,0,94
211961737,14,56,15,28,5,0,0,8,6,0,0,131
211961756,172,261,354,155,238,97,95,95,21,6,0,1490
211961758,77,309,104,135,105,59,24,38,9,4,0,856
211971740,72,52,198,12,47,8,18,41,0,3,0,456
211971745,19,83,39,72,24,4,4,18,8,0,0,286
211971747,22,115,24,124,32,10,3,18,0,5,0,347
211971748,57,170,108,193,89,141,16,77,4,5,0,860
211971749,9,58,14,41,11,0,0,8,0,0,0,153
211971750,413,488,233,426,437,936,58,325,35,24,0,3370
211971751,14,63,26,31,46,5,4,9,5,0,0,201
211971753,101,177,92,264,84,172,17,79,7,4,0,1002
211971754,21,38,28,21,16,4,5,6,4,0,0,137
211971755,50,262,43,74,51,10,3,16,8,5,0,513
211980001,8,13,16,3,3,4,0,4,0,0,0,50
211980002,272,773,163,317,308,386,43,209,15,19,0,2511
211981714,51,579,77,105,205,9,25,75,6,9,0,1141
211981715,278,5426,312,643,808,27,91,207,49,57,0,7896
211981717,120,462,359,226,329,45,13,32,12,8,0,1607
211981718,34,122,30,44,24,16,0,17,0,3,0,291
211981727,64,165,104,107,99,110,14,33,0,0,0,700
211981728,27,74,28,16,29,3,0,5,6,0,0,187
211981729,24,159,25,75,29,4,0,24,4,0,0,354
211981730,59,137,76,207,49,11,9,52,3,3,0,620
211990001,11,30,12,23,13,4,11,5,0,0,0,113
211990002,24,41,23,55,23,12,20,20,0,0,0,208
211990003,431,216,578,100,336,140,352,219,39,13,0,2419
211990004,354,129,692,22,368,83,309,234,28,21,0,2255
211991712,5,56,37,34,19,0,13,15,3,4,0,193
211991713,21,70,19,47,14,4,38,28,5,0,0,254
211991720,42,177,21,75,46,38,6,11,7,3,0,427
211991722,24,139,23,60,40,14,10,22,0,0,0,340
211991723,47,634,45,133,128,0,18,27,8,8,0,1046
211991724,32,97,36,71,28,11,19,20,8,0,0,316
211991725,80,117,122,41,73,94,13,74,0,3,0,618
212001700,25,97,14,51,21,4,0,16,3,0,0,239
212001701,57,90,41,47,62,198,8,48,4,3,0,554
212001702,26,65,35,12,23,3,3,4,0,0,0,165
212001703,89,220,70,252,66,28,5,86,0,3,0,831
212001704,53,169,28,36,31,5,0,19,7,0,0,338
212001705,51,73,91,61,52,45,6,17,0,0,0,401
212001706,122,436,90,118,148,120,7,62,11,11,0,1115
212001708,33,161,40,47,31,15,0,12,0,0,0,346
212001710,27,53,9,42,25,6,0,9,0,0,0,165
212010001,78,180,79,69,74,39,5,19,7,4,0,539
212011698,58,130,43,39,42,62,4,42,10,0,0,427
212011699,38,178,20,64,30,7,0,3,3,0,0,349
212011711,41,57,26,11,24,20,0,9,0,0,0,190
212021734,28,39,19,36,18,44,3,19,0,0,0,210
212021735,60,57,47,123,44,12,0,27,4,0,0,381
212021736,34,68,50,133,28,5,3,29,4,0,0,351
212021739,72,211,92,117,64,113,13,68,8,4,0,761
212021741,96,254,108,153,90,39,9,56,3,4,0,828
212021742,52,218,75,100,74,19,4,25,3,0,0,575
212021752,18,43,28,6,15,84,3,26,0,0,0,230
212030001,17,33,8,83,20,0,9,7,3,0,0,177
212030002,24,23,28,9,11,0,0,9,0,0,0,107
212031719,72,317,70,73,79,16,14,25,7,4,0,681
212031731,288,326,312,305,129,50,21,68,27,7,0,1530
212031733,79,187,89,266,62,43,8,58,11,7,0,796
212041738,7,48,8,19,10,0,0,8,0,0,0,98
212041743,39,98,56,61,38,7,4,23,0,4,0,329
212041744,25,27,30,16,15,36,4,11,0,4,0,175
